time,n1,n2,n3,n4,n5,n6,n7
484,23.6,61,201.7,106.7,84.7,85.5,31.2
485,23.6,61.1,201.7,106.9,84.9,85.7,31.3
486,23.5,61.1,201.9,106.9,85,85.8,31.3
487,23.5,61.2,202.2,107.1,85.1,86,31.4
488,23.5,61.3,202.4,107.2,85.3,86.1,31.4
489,23.4,61.4,202.5,107.3,85.4,86.2,31.4
490,23.4,61.5,202.6,107.5,85.6,86.4,31.5
491,23.4,61.6,202.8,107.6,85.7,86.6,31.6
492,23.4,61.7,203,107.7,85.8,86.7,31.7
493,23.5,61.8,203.1,107.8,86,86.9,31.8
494,23.5,61.9,203.3,107.9,86.1,87,31.8
495,23.5,62.1,203.4,108.1,86.3,87.1,31.8
496,23.4,62.1,203.6,108.1,86.3,87.1,31.8
497,23.4,62.2,203.8,108.4,86.5,87.2,31.8
498,23.4,62.3,203.9,108.5,86.6,87.5,31.9
499,23.4,62.3,203.9,108.6,86.7,87.6,31.9
500,23.4,62.4,203.8,108.7,86.9,87.7,31.9
501,23.4,62.5,204.3,108.9,86.9,87.9,32
502,23.4,62.6,203.9,109,87.1,88,31.9
503,23.4,62.7,204.3,109,87.2,88.1,31.9
504,23.4,62.8,204.4,109.2,87.3,88.2,32
505,23.4,62.9,204.3,109.3,87.4,88.3,31.9
506,23.5,63,204.8,109.5,87.6,88.4,32
507,23.5,63.1,204.9,109.5,87.7,88.6,32.1
508,23.4,63.2,205.1,109.6,87.9,88.7,32.2
509,23.5,63.3,205.3,109.8,88,88.9,32.3
510,23.5,63.3,205.4,109.8,88.2,89.1,32.4
511,23.5,63.4,205.6,110,88.3,89.2,32.4
512,23.5,63.5,205.7,110.1,88.4,89.2,32.4
513,23.5,63.7,205.9,110.2,88.6,89.4,32.6
514,23.4,63.7,206.2,110.3,88.7,89.5,32.6
515,23.4,63.8,206,110.4,88.9,89.7,32.6
516,23.4,63.9,206.2,110.6,89,89.8,32.6
517,23.4,64,206.5,110.6,89.1,90,32.8
518,23.5,64.2,206.6,110.8,89.3,90.1,32.9
519,23.4,64.3,206.6,110.9,89.4,90.3,32.9
520,23.4,64.4,206.8,111,89.5,90.3,32.9
521,23.5,64.4,207,111.1,89.7,90.5,32.9
522,23.5,64.5,207.1,111.3,89.8,90.7,33
523,23.5,64.7,207.3,111.4,89.9,90.9,33.1
524,23.6,64.8,207.5,111.6,90,91,33.1
525,23.6,64.9,207.4,111.7,90.2,91.1,33.2
526,23.5,65,207.5,111.8,90.3,91.2,33.3
527,23.6,65.1,207.5,111.9,90.4,91.3,33.3
528,23.6,65.1,207.7,112,90.6,91.5,33.4
529,23.5,65.2,207.9,112.1,90.6,91.6,33.5
530,23.4,65.2,208.1,112.2,90.8,91.7,33.5
531,23.5,65.4,208.2,112.4,90.9,91.7,33.6
532,23.5,65.5,208.4,112.4,91,92,33.5
533,23.5,65.5,208,112.6,91.1,92,33.6
534,23.5,65.5,208.6,112.7,91.2,92.1,33.6
535,23.5,65.7,208.7,112.8,91.3,92.3,33.6
536,23.5,65.8,208.7,112.9,91.5,92.5,33.6
537,23.5,65.9,208.7,113,91.7,92.7,33.7
538,23.5,66,209.2,113.2,91.8,92.7,33.8
539,23.4,66,209.2,113.2,91.9,92.7,33.8
540,23.5,66.2,209.3,113.5,92.1,92.8,33.8
541,23.5,66.3,209.3,113.5,92.2,93.1,33.9
542,23.6,66.3,209.4,113.6,92.3,93,33.7
543,23.5,66.4,209.3,113.7,92.4,93,33.7
544,23.5,66.6,209.6,113.8,92.6,93.3,33.7
545,23.5,66.6,210,113.9,92.6,93.5,33.6
546,23.5,66.7,209.7,114,92.7,93.5,33.7
547,23.6,66.9,210,114.1,92.8,93.6,33.8
548,23.5,66.9,210.2,114.2,93,93.9,33.9
549,23.5,67,210.3,114.4,93,94.1,34.1
550,23.5,67.1,210.5,114.5,93.2,94.2,34.1
551,23.5,67.1,210.7,114.6,93.3,94.3,34.1
552,23.5,67.3,210.6,114.7,93.4,94.2,34.1
553,23.5,67.3,210.5,114.9,93.5,94.3,34
554,23.6,67.4,211.1,114.9,93.6,94.6,34.1
555,23.5,67.5,210.6,115,93.8,94.7,34.1
556,23.5,67.6,211.2,115.2,93.8,94.7,34.2
557,23.5,67.7,211.1,115.3,94,94.9,34.3
558,23.5,67.7,211.3,115.4,94.2,95.1,34.4
559,23.5,67.8,211.6,115.6,94.3,95.3,34.4
560,23.5,68,211.7,115.7,94.4,95.5,34.5
561,23.5,68,211.8,115.8,94.6,95.5,34.6
562,23.6,68.1,211.9,115.9,94.6,95.6,34.6
563,23.5,68.1,212.1,116.1,94.8,95.6,34.7
564,23.5,68.3,212.2,116.2,94.9,95.9,34.8
565,23.5,68.4,212.3,116.4,95,96,34.9
566,23.5,68.4,212.4,116.5,95.2,96.1,35
567,23.6,68.6,212.6,116.6,95.3,96.3,35.2
568,23.6,68.7,212.7,116.7,95.5,96.3,35.2
569,23.6,68.8,213,116.9,95.6,96.4,35.2
570,23.6,68.9,213,117,95.7,96.6,35.2
571,23.6,68.9,213,117.1,95.8,96.7,35.1
572,23.6,69.1,213.1,117.2,95.9,96.7,35
573,23.6,69.2,213.3,117.3,96,96.9,34.9
574,23.6,69.2,213.3,117.4,96.1,97,34.9
575,23.6,69.3,213.5,117.5,96.1,97,34.9
576,23.6,69.4,213.3,117.7,96.1,97.3,34.9
577,23.6,69.5,213.3,117.9,96.3,97.3,35
578,23.6,69.5,213.1,117.9,96.4,97.3,35
579,23.6,69.5,213.1,118,96.4,97.5,34.9
580,23.6,69.7,213.4,118.1,96.6,97.6,34.9
581,23.6,69.7,213.6,118.2,96.7,97.8,34.9
582,23.6,69.8,213.6,118.2,96.8,98,35
583,23.6,69.8,213.8,118.3,96.9,98.1,35.1
584,23.6,69.9,213.7,118.5,97,98.3,35.2
585,23.6,70,214,118.6,97.2,98.4,35.2
586,23.6,70.1,214.1,118.6,97.3,98.4,35.3
587,23.6,70.3,214.3,118.7,97.4,98.7,35.4
588,23.6,70.3,214.2,118.8,97.5,98.7,35.4
589,23.6,70.3,214.3,119,97.6,98.9,35.5
590,23.6,70.4,214.4,119,97.7,98.9,35.5
591,23.6,70.5,214.5,119.1,97.8,99,35.5
592,23.6,70.6,214.6,119.2,97.9,99.3,35.6
593,23.6,70.7,214.8,119.3,98.1,99.3,35.7
594,23.5,70.8,214.8,119.3,98.2,99.5,35.7
595,23.5,70.9,214.9,119.4,98.3,99.6,35.7
596,23.5,71,215.1,119.6,98.4,99.6,35.6
597,23.5,71.1,215.3,119.6,98.6,99.8,35.7
598,23.5,71.2,215.3,119.7,98.7,99.8,35.8
599,23.5,71.2,215.5,119.8,98.7,100,36
600,23.6,71.4,215.6,119.9,98.8,100.1,36
601,23.5,71.4,215.6,120,98.9,100.3,36.1
602,23.6,71.5,215.8,120.1,99,100.4,36.2
603,23.6,71.6,216,120.2,99.1,100.4,36.2
604,23.6,71.7,216,120.3,99.2,100.4,36.3
605,23.6,71.8,216,120.5,99.3,100.7,36.4
606,23.6,71.8,216.1,120.5,99.5,100.7,36.4
607,23.6,71.9,216.3,120.7,99.6,100.9,36.3
608,23.6,72,216.4,120.7,99.6,101,36.3
609,23.6,72.1,216.1,120.9,99.7,101.1,36.3
610,23.6,72.1,216.5,120.9,99.7,101.2,36.3
611,23.6,72.2,216.4,121,99.8,101.4,36.3
612,23.5,72.3,216.8,121.1,99.9,101.4,36.3
613,23.5,72.4,216.8,121.2,100.1,101.6,36.3
614,23.5,72.4,216.9,121.3,100.1,101.7,36.4
615,23.5,72.5,217,121.3,100.3,101.8,36.5
616,23.5,72.6,217.2,121.5,100.4,102,36.7
617,23.5,72.7,217.3,121.5,100.4,102.1,36.7
618,23.5,72.9,217.4,121.6,100.6,102.2,36.8
619,23.5,72.9,217.4,121.8,100.7,102.4,36.8
620,23.5,73,217.6,121.8,100.8,102.3,36.9
621,23.5,73.1,217.7,121.9,100.9,102.5,37
622,23.5,73.2,217.9,121.9,101.1,102.7,37.1
623,23.5,73.2,217.9,122.1,101.2,102.7,37.2
624,23.6,73.3,218.1,122.1,101.3,103,37.2
625,23.5,73.4,218.1,122.3,101.3,103.1,37.2
626,23.5,73.5,218.2,122.4,101.5,103.1,37.4
627,23.5,73.6,218.3,122.5,101.5,103.3,37.4
628,23.5,73.6,218.3,122.5,101.6,103.3,37.5
629,23.5,73.7,218.5,122.7,101.8,103.3,37.5
630,23.5,73.7,218.3,122.7,101.9,103.6,37.5
631,23.5,73.8,218.7,122.8,102,103.6,37.6
632,23.5,73.9,218.9,122.9,102.1,103.7,37.7
633,23.5,74,218.9,123,102.2,103.8,37.7
634,23.5,74.1,219,123.1,102.3,103.9,37.8
635,23.4,74.2,219.1,123.2,102.4,104.1,37.8
636,23.4,74.3,219.2,123.3,102.6,104.1,37.8
637,23.4,74.3,219.3,123.4,102.6,104.3,37.8
638,23.4,74.3,219.4,123.5,102.9,104.4,37.8
639,23.5,74.5,219.7,123.6,103,104.4,37.8
640,23.5,74.6,219.6,123.8,103,104.4,37.7
641,23.5,74.7,219.1,123.8,103.2,104.4,37.7
642,23.5,74.7,219.4,123.9,103.2,104.5,37.7
643,23.5,74.7,219.4,123.9,103.3,104.7,37.8
644,23.5,74.9,219.6,124.1,103.4,104.9,37.8
645,23.5,75,219.9,124.1,103.5,105,37.9
646,23.6,75,220,124.2,103.6,105,37.9
647,23.5,75,220,124.3,103.6,105.3,38.1
648,23.5,75.2,220.2,124.4,103.8,105.3,38.1
649,23.6,75.3,220.3,124.5,103.8,105.5,38.1
650,23.6,75.4,220.4,124.7,103.9,105.5,38.2
651,23.6,75.5,220.5,124.8,104,105.6,38.2
652,23.6,75.6,220.7,124.9,104.1,105.8,38.1
653,23.6,75.7,220.8,124.9,104.2,105.9,38.1
654,23.6,75.8,220.9,125,104.3,105.9,38.2
655,23.6,75.8,221,125.1,104.4,106.2,38.3
656,23.6,75.9,221,125.3,104.5,106.3,38.3
657,23.6,76,221.2,125.3,104.6,106.3,38.3
658,23.6,76.1,221.2,125.4,104.7,106.4,38.4
659,23.6,76.2,221.4,125.5,104.9,106.4,38.5
660,23.6,76.3,221.4,125.6,104.9,106.7,38.6
661,23.6,76.3,221.5,125.6,105,106.8,38.6
662,23.6,76.4,221.7,125.7,105.2,107,38.8
663,23.6,76.5,221.7,125.8,105.3,107,38.7
664,23.6,76.6,221.7,125.9,105.3,107.2,38.8
665,23.6,76.6,221.8,126,105.5,107.3,38.9
666,23.6,76.7,222,126.1,105.6,107.4,39
667,23.6,76.7,222.1,126.2,105.6,107.4,39
668,23.6,76.9,222.1,126.4,105.7,107.4,39
669,23.6,77,222.1,126.4,105.8,107.6,39.1
670,23.6,77,222.1,126.5,105.9,107.7,39
671,23.6,77.1,222.3,126.6,106.1,107.8,39.1
672,23.6,77,222.3,126.5,106.1,107.8,39
673,23.5,77.2,222.3,126.7,106.2,107.9,39.1
674,23.4,77.2,222.4,126.7,106.3,108.1,39.1
675,23.4,77.3,222.5,126.8,106.4,108.3,39.1
676,23.5,77.4,222.7,126.9,106.6,108.2,39.1
677,23.4,77.5,222.4,126.9,106.6,108.4,39.1
678,23.4,77.5,222.8,127.1,106.7,108.3,39.1
679,23.4,77.6,222.8,127.1,106.8,108.4,39.2
680,23.4,77.7,222.8,127.2,106.9,108.5,39.3
681,23.4,77.8,223.1,127.3,107,108.6,39.4
682,23.4,77.8,223,127.4,107.1,108.9,39.4
683,23.5,78,223.5,127.5,107.2,109,39.5
684,23.5,78.1,223.5,127.5,107.3,109,39.5
685,23.4,78.1,223.5,127.6,107.5,109,39.6
686,23.4,78.2,223.6,127.8,107.5,109.2,39.7
687,23.4,78.3,223.8,127.9,107.6,109.2,39.8
688,23.5,78.4,223.9,127.9,107.7,109.5,39.9
689,23.4,78.4,224,128,107.8,109.6,39.9
690,23.4,78.5,224,128.1,107.8,109.6,39.9
691,23.4,78.6,224.2,128.2,107.9,109.6,39.9
692,23.5,78.7,224.2,128.3,108.1,109.8,40.1
693,23.5,78.7,224.3,128.4,108.2,109.9,40.2
694,23.4,78.8,224.4,128.4,108.3,110.1,40.2
695,23.4,78.9,224.5,128.5,108.4,110.2,40.3
696,23.5,78.9,224.6,128.6,108.6,110.3,40.3
697,23.5,79,224.7,128.7,108.6,110.4,40.3
698,23.5,79.2,224.7,128.9,108.7,110.3,40.3
699,23.5,79.2,224.8,128.9,108.8,110.4,40.4
700,23.5,79.2,224.9,129,108.9,110.6,40.6
701,23.5,79.4,225,129.1,108.9,110.7,40.6
702,23.6,79.5,225.1,129.2,109,110.7,40.6
703,23.6,79.5,225.1,129.3,109.2,110.9,40.7
704,23.5,79.5,225.1,129.4,109.2,111,40.8
705,23.5,79.6,225.3,129.5,109.3,111,40.9
706,23.5,79.7,225.3,129.6,109.4,111.3,40.9
707,23.5,79.7,225.5,129.6,109.5,111.4,41
708,23.5,79.8,225.5,129.7,109.6,111.3,41
709,23.5,79.9,225.5,129.8,109.7,111.5,41
710,23.6,80,225.7,129.9,109.8,111.5,41
711,23.6,80,225.8,129.9,109.9,111.6,41
712,23.5,80.1,225.8,130.1,110,111.8,41
713,23.6,80.3,225.9,130.1,110.1,111.8,41.1
714,23.6,80.3,226,130.2,110.1,111.9,41.1
715,23.6,80.4,225.9,130.3,110.3,111.9,41.1
716,23.6,80.4,226.1,130.4,110.4,112.1,41.2
717,23.5,80.5,226.2,130.5,110.4,112.2,41.3
718,23.5,80.6,226.3,130.5,110.6,112.3,41.4
719,23.5,80.6,226.3,130.7,110.6,112.4,41.5
720,23.5,80.7,226.5,130.7,110.8,112.6,41.5
721,23.6,80.9,226.6,130.7,110.9,112.6,41.5
722,23.6,80.9,226.6,130.8,110.9,112.6,41.7
723,23.5,81,226.8,131,111,112.6,41.7
724,23.5,81,226.8,131,111.1,112.7,41.7
725,23.5,81.2,227,131.2,111.2,112.9,41.7
726,23.5,81.2,227,131.2,111.2,112.9,41.8
727,23.5,81.4,227.1,131.3,111.3,113.1,41.8
728,23.5,81.4,227.1,131.4,111.4,113.3,42
729,23.5,81.5,227.3,131.5,111.5,113.3,42
730,23.5,81.5,227.4,131.5,111.5,113.4,42
731,23.6,81.7,227.4,131.6,111.6,113.5,42
732,23.6,81.7,227.5,131.7,111.8,113.5,42
733,23.5,81.8,227.4,131.8,111.9,113.6,42.1
734,23.5,81.8,227.6,131.9,111.9,113.7,42.1
735,23.4,81.8,227.7,131.9,112,113.9,42.2
736,23.4,82,227.7,132,112.1,114.1,42.3
737,23.4,82,227.8,132.1,112.2,114.1,42.3
738,23.4,82.1,227.9,132.2,112.2,114.1,42.5
739,23.4,82.1,228,132.2,112.4,114.2,42.5
740,23.4,82.3,228.1,132.2,112.5,114.2,42.5
741,23.4,82.3,228.2,132.4,112.6,114.3,42.6
742,23.4,82.4,228.2,132.4,112.6,114.5,42.6
743,23.4,82.5,228.3,132.5,112.7,114.6,42.8
744,23.4,82.6,228.4,132.6,112.8,114.6,42.8
745,23.4,82.6,228.4,132.7,112.9,114.7,42.8
746,23.4,82.7,228.5,132.8,113,115,42.8
747,23.4,82.8,228.6,132.9,113,115.1,42.9
748,23.5,82.9,228.7,133,113.1,115,43
749,23.4,82.9,228.7,133,113.2,115.1,43
750,23.4,82.9,228.8,133,113.3,115.2,43.1
751,23.4,83,228.8,133.2,113.3,115.2,43.1
752,23.4,83,228.9,133.3,113.5,115.5,43.2
753,23.4,83.1,229.1,133.3,113.6,115.4,43.3
754,23.4,83.2,229.1,133.3,113.7,115.5,43.4
755,23.4,83.2,229.2,133.5,113.8,115.7,43.5
756,23.4,83.3,229.3,133.6,113.8,115.6,43.5
757,23.4,83.4,229.2,133.6,113.9,115.8,43.6
758,23.4,83.5,229.3,133.7,114,115.8,43.6
759,23.4,83.5,229.4,133.8,114.1,115.8,43.8
760,23.5,83.7,229.5,133.9,114.1,116.1,43.8
761,23.5,83.7,229.5,134,114.2,116.2,43.8
762,23.5,83.8,229.5,134.1,114.4,116.3,43.8
763,23.5,83.9,229.4,134.2,114.5,116.3,43.9
764,23.5,84,229.6,134.2,114.5,116.3,44
765,23.5,84,229.7,134.3,114.6,116.6,44
766,23.6,84.1,229.9,134.4,114.7,116.6,44.2
767,23.5,84.1,230,134.5,114.8,116.7,44.2
768,23.6,84.3,230.1,134.6,114.8,116.9,44.3
769,23.6,84.3,230.1,134.7,114.9,117,44.3
770,23.6,84.4,230.2,134.7,115,117.1,44.4
771,23.6,84.5,230.4,134.9,115.2,117,44.5
772,23.6,84.6,230.5,135,115.2,117.2,44.6
773,23.6,84.7,230.4,135.1,115.3,117.2,44.6
774,23.7,84.7,230.5,135.1,115.3,117.3,44.6
775,23.6,84.9,230.5,135.2,115.5,117.5,44.7
776,23.6,84.9,230.7,135.3,115.5,117.4,44.9
777,23.6,85,230.7,135.4,115.6,117.6,44.9
778,23.6,85,230.8,135.5,115.7,117.8,45.1
779,23.6,85.1,230.8,135.6,115.8,117.8,45.2
780,23.6,85.2,230.9,135.6,115.9,117.9,45.2
781,23.6,85.2,231,135.7,115.9,118.1,45.3
782,23.5,85.3,231.2,135.8,116,118.1,45.2
783,23.6,85.3,231.1,135.8,116.1,118.2,45.4
784,23.5,85.4,231.1,135.9,116.2,118.2,45.4
785,23.6,85.4,231.2,136,116.2,118.2,45.3
786,23.6,85.5,231.4,136,116.2,118.4,45.4
787,23.5,85.6,231.4,136.1,116.4,118.4,45.4
788,23.5,85.7,231.2,136.2,116.5,118.5,45.5
789,23.5,85.8,231.1,136.3,116.6,118.6,45.4
790,23.6,85.8,231,136.3,116.7,118.4,45.5
791,23.6,85.8,231.1,136.4,116.7,118.7,45.5
792,23.6,86,231.4,136.4,116.8,118.7,45.5
793,23.5,86.1,231.1,136.5,116.9,118.6,45.5
794,23.5,86.1,231.1,136.6,117,118.7,45.4
795,23.6,86.2,231.3,136.7,117,118.8,45.2
796,23.6,86.2,231.5,136.7,117,118.9,45.2
797,23.5,86.3,231.7,136.9,117,119.1,45.2
798,23.5,86.3,231.5,136.9,117.1,119.3,45.2
799,23.5,86.4,231.6,137,117.2,119.3,45.3
800,23.5,86.4,231.7,137,117.3,119.5,45.4
801,23.5,86.5,231.7,137.1,117.4,119.5,45.5
802,23.5,86.6,231.9,137.2,117.5,119.5,45.6
803,23.6,86.6,231.7,137.2,117.6,119.5,45.5
804,23.6,86.7,231.9,137.2,117.6,119.6,45.5
805,23.6,86.7,232,137.4,117.7,119.7,45.5
806,23.6,86.8,231.9,137.4,117.8,119.7,45.5
807,23.6,86.8,231.6,137.4,117.8,119.8,45.5
808,23.6,86.9,231.7,137.5,117.8,119.9,45.5
809,23.5,86.9,232,137.5,117.9,119.8,45.5
810,23.6,87,232.1,137.6,118,119.9,45.4
811,23.6,87,232.3,137.7,118.1,119.9,45.4
812,23.6,87.1,232.4,137.7,118.2,120.2,45.5
813,23.6,87.2,232.5,137.8,118.3,120.3,45.5
814,23.6,87.2,232.7,137.9,118.4,120.3,45.5
815,23.4,87.2,232.6,137.9,118.3,120.3,45.5
816,23.4,87.3,232.6,137.9,118.4,120.4,45.5
817,23.4,87.3,232.7,137.9,118.5,120.4,45.5
818,23.4,87.4,232.9,137.9,118.5,120.2,45.5
819,23.4,87.5,232.9,138,118.5,120.2,45.3
820,23.4,87.5,232.8,138,118.7,120.4,45.4
821,23.4,87.6,232.9,138.1,118.7,120.7,45.4
822,23.4,87.7,233,138.2,118.8,120.7,45.5
823,23.4,87.7,232.9,138.2,118.9,120.7,45.5
824,23.4,87.7,233,138.3,118.9,121,45.5
825,23.4,87.8,233.2,138.3,119,120.9,45.6
826,23.6,88,233.4,138.5,119.3,121.2,45.8
827,23.6,88.1,233.4,138.6,119.3,121.3,45.8
828,23.6,88.1,233.6,138.7,119.4,121.5,45.9
829,23.6,88.2,233.7,138.7,119.5,121.5,46
830,23.6,88.2,233.8,138.7,119.5,121.5,46
831,23.6,88.3,233.8,138.8,119.6,121.6,46
832,23.7,88.4,233.8,138.8,119.6,121.7,46
833,23.7,88.4,233.9,138.9,119.6,121.8,46.1
834,23.6,88.5,233.9,139,119.8,121.9,46.3
835,23.7,88.6,234.1,139.1,119.9,121.9,46.3
836,23.7,88.6,234.2,139.2,119.9,121.8,46.4
837,23.6,88.6,234,139.1,119.9,121.9,46.3
838,23.5,88.6,234.2,139.2,119.9,121.9,46.3
839,23.6,88.7,234.2,139.2,120,122.1,46.4
840,23.6,88.7,234.2,139.3,120,122.1,46.5
841,23.5,88.8,234.3,139.4,120.1,122.1,46.5
842,23.5,88.9,234,139.5,120.2,122.2,46.5
843,23.5,88.9,234.3,139.5,120.3,122.2,46.6
844,23.5,89,234.3,139.5,120.4,122.4,46.6
845,23.5,89,234.5,139.6,120.4,122.5,46.6
846,23.5,89.1,234.6,139.7,120.5,122.4,46.5
847,23.6,89.2,234.7,139.7,120.5,122.5,46.5
848,23.6,89.2,234.6,139.8,120.5,122.5,46.6
849,23.6,89.2,234.7,139.8,120.6,122.6,46.6
850,23.6,89.3,234.8,139.8,120.7,122.6,46.7
851,23.6,89.3,234.8,139.9,120.7,122.9,46.8
852,23.5,89.4,235,140,120.8,122.9,47
853,23.5,89.5,235,140,120.9,123,47
854,23.5,89.5,235.1,140.2,120.9,123.1,47
855,23.5,89.6,235.1,140.2,121,123.3,47.1
856,23.5,89.6,235.1,140.2,121.1,123.3,47.1
857,23.6,89.7,235.2,140.3,121.1,123.3,47.1
858,23.5,89.8,235.3,140.4,121.2,123.2,47.1
859,23.5,89.8,235.3,140.5,121.3,123.3,47.1
860,23.5,89.9,235.4,140.5,121.4,123.5,47.2
861,23.5,90,235.5,140.6,121.4,123.5,47.2
862,23.5,90,235.4,140.6,121.5,123.5,47.2
863,23.5,90,235.4,140.7,121.5,123.6,47.2
864,23.5,90.1,235.7,140.8,121.5,123.6,47.3
865,23.5,90.2,235.6,140.9,121.6,123.5,47.3
866,23.5,90.3,235.7,140.9,121.7,123.5,47.4
867,23.5,90.3,235.7,141,121.8,123.6,47.4
868,23.5,90.3,235.7,141,121.8,123.6,47.4
869,23.5,90.4,235.7,141.1,121.9,123.9,47.4
870,23.5,90.4,235.5,141.1,121.9,123.8,47.6
871,23.5,90.5,235.5,141.2,122,123.9,47.6
872,23.5,90.6,235.7,141.3,122.1,123.9,47.6
873,23.5,90.6,235.7,141.3,122.2,123.9,47.5
874,23.5,90.7,235.7,141.4,122.2,124.1,47.5
875,23.6,90.8,235.8,141.5,122.2,124.4,47.5
876,23.6,90.9,236,141.6,122.2,124.4,47.5
877,23.6,90.9,236.1,141.7,122.3,124.4,47.6
878,23.6,91,236.2,141.7,122.4,124.3,47.7
879,23.6,91,236.2,141.8,122.4,124.4,47.7
880,23.6,91,236.2,141.8,122.5,124.7,47.8
881,23.6,91.2,236.5,142,122.6,124.7,47.9
882,23.7,91.3,236.5,142,122.7,124.8,47.9
883,23.7,91.3,236.5,142,122.7,124.9,47.9
884,23.7,91.4,236.6,142.1,122.8,124.9,48.1
885,23.7,91.5,236.6,142.1,122.9,125.2,48.1
886,23.7,91.5,236.6,142.3,123,125.2,48.1
887,23.7,91.6,236.7,142.3,123,125.1,48.1
888,23.7,91.7,236.8,142.4,123,125,48.2
889,23.7,91.8,236.8,142.5,123.1,125.2,48.1
890,23.7,91.8,236.9,142.5,123.2,125.1,48.2
891,23.7,91.8,237,142.5,123.2,125.2,48.3
892,23.6,91.8,237,142.6,123.3,125.3,48.3
893,23.6,91.8,237,142.6,123.3,125.5,48.4
894,23.6,92,237.1,142.7,123.4,125.6,48.5
895,23.6,92,237.1,142.7,123.4,125.5,48.6
896,23.7,92.1,237.2,142.8,123.5,125.3,48.5
897,23.7,92.1,237.3,142.9,123.6,125.4,48.3
898,23.7,92.2,237.3,143,123.6,125.6,48.3
899,23.6,92.3,237.3,143,123.6,125.8,48.5
900,23.6,92.3,237.4,143.1,123.8,125.9,48.5
901,23.6,92.4,237.5,143.1,123.8,126,48.6
902,23.6,92.5,237.5,143.2,123.8,126.2,48.6
903,23.7,92.5,237.6,143.3,123.9,126.1,48.9
904,23.7,92.6,237.6,143.3,124.1,126.3,48.9
905,23.7,92.6,237.6,143.4,124.1,126.2,48.9
906,23.7,92.7,237.8,143.5,124.2,126.4,48.9
907,23.8,92.9,237.8,143.5,124.2,126.5,49.1
908,23.7,92.9,237.9,143.6,124.3,126.6,49.2
909,23.8,92.9,238,143.6,124.4,126.4,49.3
910,23.8,93,238,143.7,124.4,126.6,49.3
911,23.8,93,238.1,143.8,124.5,126.7,49.3
912,23.8,93.1,238.1,143.9,124.5,126.6,49.3
913,23.8,93.2,238.1,143.9,124.6,126.7,49.4
914,23.8,93.2,238.3,144,124.7,126.7,49.4
915,23.8,93.3,238.3,144.1,124.7,126.7,49.4
916,23.8,93.3,238.3,144.1,124.8,126.8,49.5
917,23.8,93.3,238.4,144.1,124.9,127,49.5
918,23.8,93.4,238.5,144.3,124.9,127,49.5
919,23.8,93.5,238.5,144.3,124.9,127,49.7
920,23.8,93.6,238.5,144.4,125,127.1,49.7
921,23.8,93.6,238.6,144.4,125,127.2,49.7
922,23.7,93.6,238.6,144.4,125.2,127.2,49.7
923,23.7,93.7,238.7,144.5,125.2,127.2,49.8
924,23.7,93.8,238.7,144.5,125.2,127.1,49.9
925,23.8,93.9,238.8,144.7,125.3,127.3,50.1
926,23.8,93.9,238.8,144.8,125.4,127.3,50.1
927,23.8,94,238.9,144.8,125.5,127.3,50.1
928,23.7,94,238.9,144.8,125.6,127.6,50.1
929,23.7,94,239,144.8,125.6,127.7,50.1
930,23.7,94.1,239.1,144.9,125.6,127.8,50
931,23.7,94.2,239.1,144.9,125.7,127.6,49.8
932,23.7,94.2,239.1,144.9,125.8,127.5,49.8
933,23.7,94.3,239.1,145,125.8,127.7,49.9
934,23.6,94.4,239.1,145.1,125.8,127.9,49.9
935,23.6,94.4,239.3,145.1,125.8,127.8,50
936,23.6,94.4,239.2,145.1,125.8,127.8,50.1
937,23.6,94.4,239.3,145.2,125.9,128.1,50.1
938,23.6,94.6,239.4,145.2,125.9,128.1,50.1
939,23.6,94.6,239.3,145.3,126,128.1,50.1
940,23.7,94.7,239.4,145.3,126,128.1,50.3
941,23.7,94.7,239.5,145.4,126.1,128.3,50.4
942,23.7,94.7,239.6,145.4,126.1,128.3,50.5
943,23.7,94.8,239.6,145.6,126.2,128.5,50.5
944,23.8,94.8,239.6,145.6,126.2,128.4,50.4
945,23.7,94.9,239.5,145.6,126.2,128.4,50.4
946,23.7,94.9,239.6,145.6,126.3,128.7,50.5
947,23.7,95,239.6,145.6,126.2,128.6,50.5
948,23.7,95,239.6,145.8,126.4,128.5,50.5
949,23.7,95.1,239.7,145.8,126.4,128.5,50.5
950,23.7,95.2,239.8,145.8,126.4,128.3,50.5
951,23.7,95.2,239.7,145.9,126.5,128.6,50.5
952,23.7,95.2,239.8,145.9,126.5,128.7,50.6
953,23.7,95.3,239.9,146,126.6,128.9,50.5
954,23.7,95.3,240,146,126.7,128.7,50.6
955,23.7,95.4,240,146.1,126.7,129,50.6
956,23.7,95.5,240,146.1,126.7,129.2,50.6
957,23.7,95.5,240.1,146.2,126.8,129.2,50.7
958,23.7,95.6,240.2,146.2,126.9,129.3,50.9
959,23.7,95.6,240.3,146.3,127,129.3,51
960,23.7,95.8,240.3,146.4,127,129.5,51.1
961,23.7,95.8,240.4,146.4,127.1,129.7,51.1
962,23.7,95.9,240.4,146.4,127.1,129.8,51.1
963,23.8,95.9,240.4,146.5,127.2,129.7,51.2
964,23.8,96,240.4,146.6,127.3,129.9,51.2
965,23.8,96,240.6,146.6,127.3,129.8,51.3
966,23.8,96,240.6,146.7,127.4,129.8,51.3
967,23.8,96.1,240.6,146.7,127.4,129.9,51.4
